lead_id,lead_date,campaign_name,channel,lead_source,age,age_group,gender,status,touchpoints,cost_per_lead,revenue,days_to_conversion,product_purchased,season,month,year,quarter,year_quarter,month_short,touchpoint_band
L5523,2024-12-18,Black_Friday,YouTube,Paid Ads,35,35-44,Male,Nurturing,2,54.91,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L5524,2024-01-21,New_Year_Launch,YouTube,Paid Ads,51,45-54,Male,New Lead,11,56.97,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,10–12
L5525,2024-09-20,New_Year_Launch,YouTube,Organic,38,35-44,Female,Nurturing,3,51.0,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L5526,2024-07-15,New_Year_Launch,Email,Organic,31,25-34,Male,Lost,9,29.79,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,7–9
L5527,2023-10-17,Spring_Promo,Instagram,Organic,61,55+,Female,Nurturing,3,46.92,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,1–3
L5528,2024-10-27,Year_End_Push,TikTok,Direct,23,18-24,Female,New Lead,9,34.67,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L5529,2023-04-26,Black_Friday,Facebook,Paid Ads,41,35-44,Female,New Lead,3,58.81,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
L5530,2023-08-18,Year_End_Push,Google Search,Paid Ads,45,45-54,Female,Converted,2,73.52,3717.96,10,CRM Integration,Summer,August,2023,Q3,2023Q3,Aug,1–3
L5531,2024-08-28,New_Year_Launch,Email,Referral,32,25-34,Female,Qualified,10,31.67,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,10–12
L5532,2023-05-05,Summer_Blast,Email,Referral,46,45-54,Female,New Lead,1,23.12,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L5533,2024-12-10,Year_End_Push,Google Search,Paid Ads,36,35-44,Male,New Lead,2,75.81,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L5534,2023-08-11,Back_to_School,Facebook,Direct,48,45-54,Male,Qualified,11,43.15,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,10–12
L5535,2023-01-18,Year_End_Push,Instagram,Direct,28,25-34,Male,New Lead,12,41.17,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L5536,2024-09-17,Spring_Promo,Facebook,Organic,51,45-54,Male,Nurturing,1,58.24,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L5537,2024-04-09,Black_Friday,Facebook,Organic,18,18-24,Male,Qualified,7,45.35,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L5538,2023-02-13,Summer_Blast,Email,Referral,21,18-24,Male,New Lead,2,12.37,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,1–3
L5539,2023-06-23,Black_Friday,Instagram,Paid Ads,42,35-44,Male,Converted,9,38.12,3435.54,10,Brand Analytics Suite,Summer,June,2023,Q2,2023Q2,Jun,7–9
L5540,2023-03-18,Year_End_Push,Instagram,Organic,31,25-34,Female,Qualified,5,52.31,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,4–6
L5541,2024-04-21,Black_Friday,YouTube,Paid Ads,19,18-24,Male,New Lead,8,54.91,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L5542,2024-07-18,New_Year_Launch,Facebook,Organic,38,35-44,Male,Converted,12,42.14,4291.19,27,Social Media Manager,Summer,July,2024,Q3,2024Q3,Jul,10–12
L5543,2024-12-28,Spring_Promo,Facebook,Organic,30,25-34,Male,Lost,3,45.75,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L5544,2024-05-11,Black_Friday,Facebook,Referral,23,18-24,Male,Lost,6,46.89,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L5545,2023-01-31,Summer_Blast,Instagram,Paid Ads,39,35-44,Male,Converted,8,46.83,1413.57,76,Brand Analytics Suite,Winter,January,2023,Q1,2023Q1,Jan,7–9
L5546,2023-12-13,New_Year_Launch,Facebook,Organic,48,45-54,Male,Converted,11,53.34,2388.23,44,Brand Analytics Suite,Winter,December,2023,Q4,2023Q4,Dec,10–12
L5547,2024-01-06,New_Year_Launch,Google Search,Paid Ads,28,25-34,Male,Lost,4,67.61,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,4–6
L5548,2024-07-19,New_Year_Launch,Facebook,Organic,59,55+,Female,New Lead,7,47.97,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,7–9
L5549,2024-03-16,Spring_Promo,Facebook,Organic,45,45-54,Male,Converted,11,52.39,1045.75,51,Social Media Manager,Spring,March,2024,Q1,2024Q1,Mar,10–12
L5550,2024-01-15,New_Year_Launch,Email,Referral,33,25-34,Female,Lost,6,29.34,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,4–6
L5551,2023-04-11,New_Year_Launch,YouTube,Referral,54,45-54,Male,New Lead,11,55.04,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,10–12
L5552,2023-12-23,Spring_Promo,TikTok,Paid Ads,33,25-34,Male,New Lead,9,30.1,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,7–9
L5553,2024-05-13,Year_End_Push,YouTube,Organic,52,45-54,Female,New Lead,1,60.31,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L5554,2024-04-17,Black_Friday,YouTube,Paid Ads,18,18-24,Female,Converted,6,54.46,4110.86,36,SEO Pro,Spring,April,2024,Q2,2024Q2,Apr,4–6
L5555,2024-06-11,New_Year_Launch,YouTube,Paid Ads,28,25-34,Female,Nurturing,5,57.55,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L5556,2023-01-04,Summer_Blast,Google Search,Direct,42,35-44,Male,New Lead,9,63.14,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,7–9
L5557,2023-10-19,New_Year_Launch,TikTok,Direct,18,18-24,Female,Qualified,5,37.76,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,4–6
L5558,2024-08-19,Spring_Promo,TikTok,Direct,40,35-44,Female,Converted,5,46.71,2017.02,9,Social Media Manager,Summer,August,2024,Q3,2024Q3,Aug,4–6
L5559,2024-09-24,Spring_Promo,Instagram,Organic,44,35-44,Female,New Lead,7,52.95,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L5560,2023-09-18,Back_to_School,Google Search,Paid Ads,37,35-44,Female,Nurturing,8,60.7,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L5561,2024-09-16,Spring_Promo,Google Search,Organic,27,25-34,Female,Lost,9,58.5,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L5562,2024-11-11,Back_to_School,Instagram,Organic,35,35-44,Female,Converted,1,40.94,1178.91,26,SEO Pro,Fall,November,2024,Q4,2024Q4,Nov,1–3
L5563,2023-01-14,Spring_Promo,Instagram,Direct,36,35-44,Male,Converted,6,38.35,1264.1,42,Brand Analytics Suite,Winter,January,2023,Q1,2023Q1,Jan,4–6
L5564,2023-07-11,Black_Friday,YouTube,Organic,40,35-44,Female,Nurturing,10,55.92,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L5565,2023-04-09,Back_to_School,Google Search,Referral,20,18-24,Male,Converted,8,65.77,3263.27,45,CRM Integration,Spring,April,2023,Q2,2023Q2,Apr,7–9
L5566,2023-08-05,Summer_Blast,Instagram,Direct,67,55+,Male,Nurturing,10,50.1,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,10–12
L5567,2024-11-07,Year_End_Push,Email,Paid Ads,18,18-24,Male,Nurturing,7,31.51,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L5568,2024-02-23,Black_Friday,Google Search,Referral,21,18-24,Female,Qualified,8,74.73,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L5569,2023-02-18,Black_Friday,Email,Referral,45,45-54,Male,New Lead,6,23.1,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,4–6
L5570,2023-01-16,Back_to_School,TikTok,Paid Ads,37,35-44,Female,Nurturing,10,45.61,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L5571,2023-12-09,Year_End_Push,Instagram,Paid Ads,20,18-24,Male,Qualified,2,50.29,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,1–3
L5572,2023-05-25,Back_to_School,YouTube,Paid Ads,68,55+,Female,Converted,3,45.22,4724.74,87,CRM Integration,Spring,May,2023,Q2,2023Q2,May,1–3
L5573,2024-06-25,Year_End_Push,Instagram,Organic,56,55+,Female,Converted,6,35.71,1335.54,27,CRM Integration,Summer,June,2024,Q2,2024Q2,Jun,4–6
L5574,2023-01-16,Black_Friday,Instagram,Direct,28,25-34,Male,Qualified,9,49.68,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,7–9
L5575,2024-03-17,Spring_Promo,Email,Referral,31,25-34,Male,New Lead,8,24.75,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,7–9
L5576,2023-01-14,New_Year_Launch,Email,Organic,22,18-24,Female,New Lead,2,28.89,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,1–3
L5577,2023-11-10,Black_Friday,Email,Referral,20,18-24,Male,Qualified,12,18.97,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L5578,2024-04-10,Back_to_School,Email,Organic,48,45-54,Female,Qualified,8,27.97,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L5579,2024-02-28,New_Year_Launch,Instagram,Referral,27,25-34,Female,Converted,10,44.91,1915.09,60,CRM Integration,Winter,February,2024,Q1,2024Q1,Feb,10–12
L5580,2024-05-02,Summer_Blast,YouTube,Direct,28,25-34,Female,New Lead,5,49.37,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L5581,2023-02-11,Year_End_Push,TikTok,Organic,20,18-24,Male,Converted,7,34.53,3941.55,88,Digital Ads Package,Winter,February,2023,Q1,2023Q1,Feb,7–9
L5582,2024-02-11,Spring_Promo,Facebook,Paid Ads,32,25-34,Female,Converted,4,52.37,1176.41,74,CRM Integration,Winter,February,2024,Q1,2024Q1,Feb,4–6
L5583,2024-10-04,Spring_Promo,Instagram,Direct,70,55+,Male,Lost,2,36.73,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L5584,2024-03-14,Summer_Blast,YouTube,Referral,32,25-34,Male,Converted,8,59.99,1626.59,85,Brand Analytics Suite,Spring,March,2024,Q1,2024Q1,Mar,7–9
L5585,2024-06-22,Summer_Blast,Instagram,Organic,64,55+,Male,Lost,4,54.91,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L5586,2024-03-23,New_Year_Launch,Facebook,Direct,31,25-34,Male,New Lead,3,56.99,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,1–3
L5587,2023-06-24,Black_Friday,Instagram,Referral,20,18-24,Female,Qualified,4,35.5,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,4–6
L5588,2023-05-04,New_Year_Launch,Google Search,Paid Ads,66,55+,Female,Qualified,6,63.61,0.0,0,,Spring,May,2023,Q2,2023Q2,May,4–6
L5589,2024-02-10,Spring_Promo,Google Search,Paid Ads,38,35-44,Female,Converted,6,68.24,3166.04,52,SEO Pro,Winter,February,2024,Q1,2024Q1,Feb,4–6
L5590,2023-02-16,Summer_Blast,Instagram,Referral,23,18-24,Female,Nurturing,9,37.49,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,7–9
L5591,2024-03-19,Black_Friday,Email,Organic,45,45-54,Female,Qualified,9,12.2,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,7–9
L5592,2023-10-19,New_Year_Launch,Email,Organic,19,18-24,Male,New Lead,12,30.96,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L5593,2024-01-22,Summer_Blast,Instagram,Direct,52,45-54,Male,Qualified,9,35.68,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,7–9
L5594,2024-12-07,Back_to_School,TikTok,Organic,48,45-54,Female,Nurturing,2,29.87,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L5595,2023-01-08,Year_End_Push,TikTok,Paid Ads,28,25-34,Female,Converted,1,34.11,3424.7,1,CRM Integration,Winter,January,2023,Q1,2023Q1,Jan,1–3
L5596,2024-02-27,Black_Friday,Instagram,Organic,70,55+,Male,Qualified,3,40.1,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L5597,2023-07-28,Year_End_Push,YouTube,Direct,70,55+,Male,Converted,12,62.56,2637.79,17,Brand Analytics Suite,Summer,July,2023,Q3,2023Q3,Jul,10–12
L5598,2024-11-05,Back_to_School,Instagram,Referral,56,55+,Male,Converted,6,46.59,3597.69,69,Brand Analytics Suite,Fall,November,2024,Q4,2024Q4,Nov,4–6
L5599,2023-02-22,Black_Friday,TikTok,Direct,22,18-24,Female,New Lead,4,41.03,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,4–6
L5600,2023-01-14,Year_End_Push,YouTube,Direct,20,18-24,Male,Nurturing,8,48.09,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,7–9
L5601,2024-06-27,New_Year_Launch,TikTok,Direct,54,45-54,Male,Converted,1,38.18,2023.26,4,Brand Analytics Suite,Summer,June,2024,Q2,2024Q2,Jun,1–3
L5602,2024-11-16,Summer_Blast,Google Search,Organic,48,45-54,Female,Nurturing,10,62.87,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,10–12
L5603,2023-07-08,Year_End_Push,TikTok,Organic,68,55+,Female,Converted,11,43.74,4797.47,13,Social Media Manager,Summer,July,2023,Q3,2023Q3,Jul,10–12
L5604,2024-03-07,Summer_Blast,Email,Referral,32,25-34,Male,Converted,12,23.8,1168.9,23,Digital Ads Package,Spring,March,2024,Q1,2024Q1,Mar,10–12
L5605,2023-03-29,Spring_Promo,Email,Direct,35,35-44,Female,Converted,11,18.81,4241.54,21,Brand Analytics Suite,Spring,March,2023,Q1,2023Q1,Mar,10–12
L5606,2023-10-14,Spring_Promo,Email,Organic,47,45-54,Male,Converted,1,19.71,4977.38,36,Digital Ads Package,Fall,October,2023,Q4,2023Q4,Oct,1–3
L5607,2023-06-12,Spring_Promo,Facebook,Direct,38,35-44,Female,Lost,9,42.74,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L5608,2024-02-17,Back_to_School,Facebook,Direct,33,25-34,Female,Nurturing,8,45.72,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L5609,2024-04-15,Summer_Blast,Google Search,Paid Ads,23,18-24,Female,Converted,1,77.38,3665.74,25,CRM Integration,Spring,April,2024,Q2,2024Q2,Apr,1–3
L5610,2024-08-19,Black_Friday,YouTube,Paid Ads,24,18-24,Female,Nurturing,6,45.98,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,4–6
L5611,2024-10-21,Year_End_Push,Instagram,Direct,41,35-44,Male,Nurturing,7,39.39,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L5612,2024-06-03,Black_Friday,Google Search,Referral,32,25-34,Female,Converted,4,63.45,2041.94,58,SEO Pro,Summer,June,2024,Q2,2024Q2,Jun,4–6
L5613,2024-02-28,Back_to_School,TikTok,Referral,61,55+,Female,Nurturing,11,29.47,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L5614,2024-01-22,Summer_Blast,Facebook,Paid Ads,37,35-44,Female,Converted,3,42.75,1709.03,42,Digital Ads Package,Winter,January,2024,Q1,2024Q1,Jan,1–3
L5615,2024-05-05,Summer_Blast,Google Search,Organic,54,45-54,Female,New Lead,3,74.24,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L5616,2023-01-04,Black_Friday,Email,Organic,64,55+,Male,Converted,8,31.25,3743.46,27,Brand Analytics Suite,Winter,January,2023,Q1,2023Q1,Jan,7–9
L5617,2023-09-19,Back_to_School,Email,Organic,31,25-34,Male,Qualified,3,13.8,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,1–3
L5618,2023-05-04,Back_to_School,YouTube,Direct,58,55+,Female,Qualified,7,45.3,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L5619,2024-11-25,Year_End_Push,Google Search,Paid Ads,23,18-24,Female,Converted,3,59.6,3301.17,5,Brand Analytics Suite,Fall,November,2024,Q4,2024Q4,Nov,1–3
L5620,2023-02-13,Summer_Blast,Email,Referral,40,35-44,Female,Qualified,7,13.32,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,7–9
L5621,2024-01-23,Black_Friday,Facebook,Referral,43,35-44,Male,Qualified,3,46.24,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L5622,2023-01-04,New_Year_Launch,YouTube,Direct,21,18-24,Male,Converted,7,60.68,766.93,44,Social Media Manager,Winter,January,2023,Q1,2023Q1,Jan,7–9
L5623,2024-02-19,Spring_Promo,YouTube,Referral,68,55+,Female,New Lead,1,45.13,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L5624,2023-03-23,New_Year_Launch,Google Search,Organic,18,18-24,Male,Qualified,7,66.81,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L5625,2024-12-20,Black_Friday,Facebook,Referral,36,35-44,Female,Nurturing,9,53.8,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,7–9
L5626,2023-12-03,Year_End_Push,TikTok,Direct,29,25-34,Female,Lost,6,37.16,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,4–6
L5627,2023-07-04,Back_to_School,Google Search,Paid Ads,19,18-24,Female,Converted,6,66.36,1374.6,68,CRM Integration,Summer,July,2023,Q3,2023Q3,Jul,4–6
L5628,2023-02-21,Year_End_Push,YouTube,Direct,58,55+,Female,Nurturing,12,55.93,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,10–12
L5629,2024-10-16,Back_to_School,Email,Organic,38,35-44,Female,New Lead,7,12.39,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L5630,2024-02-04,Back_to_School,Google Search,Referral,62,55+,Female,New Lead,10,60.42,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L5631,2024-09-13,Summer_Blast,Instagram,Paid Ads,64,55+,Male,Converted,1,39.17,3202.97,89,Social Media Manager,Fall,September,2024,Q3,2024Q3,Sep,1–3
L5632,2023-10-09,Spring_Promo,YouTube,Paid Ads,22,18-24,Male,Converted,12,64.87,1955.94,57,CRM Integration,Fall,October,2023,Q4,2023Q4,Oct,10–12
L5633,2024-07-24,Back_to_School,Google Search,Paid Ads,18,18-24,Female,Nurturing,4,67.7,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L5634,2023-07-22,Black_Friday,Google Search,Referral,25,25-34,Female,Converted,2,66.84,3413.08,48,Digital Ads Package,Summer,July,2023,Q3,2023Q3,Jul,1–3
L5635,2024-01-24,Black_Friday,TikTok,Direct,20,18-24,Male,Nurturing,10,47.94,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,10–12
L5636,2024-01-28,Back_to_School,YouTube,Paid Ads,30,25-34,Female,Converted,8,54.59,858.04,54,SEO Pro,Winter,January,2024,Q1,2024Q1,Jan,7–9
L5637,2024-09-11,Summer_Blast,Email,Organic,45,45-54,Male,New Lead,5,18.11,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,4–6
L5638,2024-06-25,Back_to_School,YouTube,Referral,69,55+,Female,Qualified,10,47.76,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,10–12
L5639,2024-02-01,Summer_Blast,Facebook,Organic,67,55+,Male,Converted,9,51.74,2844.08,65,CRM Integration,Winter,February,2024,Q1,2024Q1,Feb,7–9
L5640,2023-03-22,Summer_Blast,Google Search,Direct,58,55+,Male,Nurturing,5,77.74,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,4–6
L5641,2024-09-30,New_Year_Launch,Email,Organic,42,35-44,Female,Converted,1,17.71,3591.49,38,Social Media Manager,Fall,September,2024,Q3,2024Q3,Sep,1–3
L5642,2023-11-04,Black_Friday,Google Search,Organic,27,25-34,Female,New Lead,12,63.45,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L5643,2023-09-16,Spring_Promo,Google Search,Organic,60,55+,Female,Nurturing,11,67.2,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L5644,2024-09-20,Back_to_School,Instagram,Direct,39,35-44,Female,Lost,2,39.91,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L5645,2024-07-26,Year_End_Push,TikTok,Direct,19,18-24,Female,New Lead,1,46.81,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L5646,2024-07-27,New_Year_Launch,Email,Organic,53,45-54,Female,Lost,6,25.04,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L5647,2023-01-31,New_Year_Launch,Google Search,Organic,54,45-54,Male,Nurturing,10,60.13,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L5648,2024-04-07,Back_to_School,YouTube,Paid Ads,64,55+,Female,Qualified,8,61.75,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L5649,2024-02-17,Black_Friday,Instagram,Direct,32,25-34,Female,New Lead,7,38.63,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L5650,2024-02-06,Summer_Blast,Google Search,Paid Ads,19,18-24,Female,Converted,9,62.15,1037.21,2,Brand Analytics Suite,Winter,February,2024,Q1,2024Q1,Feb,7–9
L5651,2023-09-16,Back_to_School,Facebook,Direct,29,25-34,Female,New Lead,6,50.05,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,4–6
L5652,2023-10-03,Summer_Blast,Instagram,Referral,49,45-54,Female,Qualified,4,54.28,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,4–6
L5653,2024-01-25,Spring_Promo,Instagram,Paid Ads,43,35-44,Male,Converted,9,38.41,3434.67,10,Brand Analytics Suite,Winter,January,2024,Q1,2024Q1,Jan,7–9
L5654,2023-01-25,Year_End_Push,Email,Paid Ads,37,35-44,Male,New Lead,10,27.8,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L5655,2024-10-10,Back_to_School,TikTok,Direct,41,35-44,Female,New Lead,9,35.1,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L5656,2023-08-12,Spring_Promo,Instagram,Organic,59,55+,Female,Nurturing,6,38.76,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L5657,2023-12-01,Back_to_School,Facebook,Organic,23,18-24,Male,Nurturing,5,52.28,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,4–6
L5658,2023-06-28,Spring_Promo,Google Search,Direct,48,45-54,Male,Converted,12,67.61,4796.82,74,Brand Analytics Suite,Summer,June,2023,Q2,2023Q2,Jun,10–12
L5659,2023-06-08,Year_End_Push,Facebook,Direct,29,25-34,Female,Qualified,9,42.4,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L5660,2024-11-15,Black_Friday,Google Search,Direct,40,35-44,Male,New Lead,10,76.89,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,10–12
L5661,2024-07-01,Spring_Promo,Facebook,Organic,52,45-54,Male,Qualified,11,48.14,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L5662,2023-08-06,Back_to_School,YouTube,Direct,31,25-34,Male,Converted,7,50.11,2162.55,47,Social Media Manager,Summer,August,2023,Q3,2023Q3,Aug,7–9
L5663,2024-07-08,Summer_Blast,YouTube,Organic,29,25-34,Female,Converted,7,50.61,2547.33,23,SEO Pro,Summer,July,2024,Q3,2024Q3,Jul,7–9
L5664,2024-09-08,New_Year_Launch,Instagram,Paid Ads,23,18-24,Male,Lost,5,37.29,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,4–6
L5665,2023-07-04,New_Year_Launch,TikTok,Referral,41,35-44,Male,Qualified,12,34.86,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L5666,2024-05-23,New_Year_Launch,YouTube,Direct,57,55+,Male,Nurturing,9,58.87,0.0,0,,Spring,May,2024,Q2,2024Q2,May,7–9
L5667,2023-09-08,Back_to_School,Facebook,Direct,57,55+,Female,Converted,5,56.78,3985.78,60,Social Media Manager,Fall,September,2023,Q3,2023Q3,Sep,4–6
L5668,2023-12-21,New_Year_Launch,Facebook,Paid Ads,24,18-24,Female,Qualified,6,55.43,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,4–6
L5669,2024-02-16,Spring_Promo,YouTube,Referral,51,45-54,Male,New Lead,11,57.34,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L5670,2024-10-16,Year_End_Push,Email,Referral,19,18-24,Male,Nurturing,6,20.79,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,4–6
L5671,2023-11-13,Year_End_Push,Instagram,Referral,29,25-34,Female,Qualified,10,39.56,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L5672,2024-11-19,New_Year_Launch,Email,Organic,27,25-34,Male,Qualified,10,12.34,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,10–12
L5673,2024-07-27,Spring_Promo,Email,Referral,24,18-24,Female,Lost,1,21.93,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L5674,2023-10-06,Spring_Promo,Email,Organic,28,25-34,Male,Qualified,11,24.68,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L5675,2023-12-05,Summer_Blast,TikTok,Direct,66,55+,Female,New Lead,12,41.63,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,10–12
L5676,2024-01-29,Year_End_Push,TikTok,Referral,52,45-54,Male,Nurturing,12,43.93,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,10–12
L5677,2023-10-24,Year_End_Push,Email,Paid Ads,34,25-34,Female,Nurturing,1,16.15,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,1–3
L5678,2024-06-27,Black_Friday,Email,Referral,24,18-24,Male,Nurturing,9,30.42,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,7–9
L5679,2024-06-05,Summer_Blast,Facebook,Direct,68,55+,Female,Converted,8,46.84,2832.95,2,Digital Ads Package,Summer,June,2024,Q2,2024Q2,Jun,7–9
L5680,2024-10-12,Black_Friday,YouTube,Referral,68,55+,Male,Converted,1,58.84,4246.6,38,Social Media Manager,Fall,October,2024,Q4,2024Q4,Oct,1–3
L5681,2023-08-03,New_Year_Launch,YouTube,Direct,36,35-44,Female,Nurturing,8,63.24,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,7–9
L5682,2024-08-16,Back_to_School,Email,Direct,37,35-44,Male,New Lead,1,23.04,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,1–3
L5683,2024-08-22,Spring_Promo,Facebook,Paid Ads,49,45-54,Male,Qualified,8,60.22,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L5684,2023-09-15,Back_to_School,Instagram,Direct,61,55+,Male,Lost,8,44.6,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L5685,2023-10-03,New_Year_Launch,TikTok,Referral,21,18-24,Male,Converted,8,28.26,1559.87,13,CRM Integration,Fall,October,2023,Q4,2023Q4,Oct,7–9
L5686,2023-03-01,Spring_Promo,YouTube,Organic,70,55+,Male,New Lead,7,60.15,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L5687,2024-10-07,New_Year_Launch,YouTube,Organic,68,55+,Male,Qualified,3,50.05,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
